filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,number
2022-12-08T11_08_28.068Z.wav,0.3593355715274811,0.11202218383550644,1857.2093254202105,2283.210488155643,3857.67333984375,0.06330217633928571,-224.14012145996094,117.11199951171875,9.79730224609375,10.906851768493652,-3.0228188037872314,-7.575534343719482,-8.232728004455566,0.3829551041126251,-26.634979248046875,-9.6051025390625,-12.718958854675293,-6.103440761566162,-2.4297146797180176,-0.8562231659889221,-0.9600337147712708,-2.708981513977051,-13.990700721740723,1.7897319793701172,-2.974074125289917,-1.8963960409164429,-8.010284423828125,9.5286865234375,-5.124845027923584,2.673386573791504,-3.1992828845977783,-1.2918123006820679,-0.5239809155464172,1.7235685586929321,-0.08815483003854752,4.01491641998291,-3.437270402908325,3.1425464153289795,-5.397981643676758,-2.4069480895996094,-3.5605151653289795,0.6048403978347778,-2.634303092956543,0.06764081865549088,-4.910408973693848,0.03443525359034538,1
2022-12-08T11_08_34.463Z.wav,0.36916810274124146,0.09438766539096832,1792.323698637425,2278.839639205265,3606.273193359375,0.064422607421875,-259.5221252441406,114.8459243774414,14.378939628601074,6.943886756896973,-1.4978821277618408,-7.0725908279418945,-5.710635662078857,0.30153951048851013,-23.410709381103516,-5.362610340118408,-6.700879096984863,-2.448709726333618,-6.372976303100586,-2.459181308746338,-1.25519859790802,-3.034665584564209,-11.859524726867676,-1.8509705066680908,-5.275144100189209,-0.4838705062866211,-2.6244072914123535,9.26806354522705,-6.421412467956543,-0.23654654622077942,-0.8745599985122681,2.7061398029327393,1.0734888315200806,-1.660788893699646,-1.7055962085723877,3.0595757961273193,-4.867608547210693,3.2819862365722656,-3.443274736404419,-2.8027024269104004,-1.6817973852157593,-0.3474658131599426,-3.6074204444885254,-2.059134006500244,-5.554461479187012,-1.7796522378921509,1
2022-12-08T11_08_39.459Z.wav,0.387087881565094,0.09337226301431656,1805.8301070365435,2259.829942913309,3619.88525390625,0.06546456473214286,-275.0602111816406,105.69033813476562,19.432558059692383,8.08473014831543,-1.5335439443588257,-7.269340991973877,-4.902968406677246,-2.336925983428955,-26.556745529174805,-2.0872135162353516,-7.040255069732666,-3.31788969039917,-2.645130157470703,-0.4423292279243469,2.46112322807312,-0.4251405596733093,-13.357705116271973,-3.0221660137176514,-4.215351581573486,-0.4186984598636627,-5.047331809997559,5.937140464782715,-4.8515191078186035,-0.04132745787501335,-0.4246038794517517,-4.232598304748535,-4.405304908752441,0.7778779864311218,-1.0605876445770264,2.4723148345947266,-3.2296807765960693,1.5983977317810059,-4.540739059448242,-3.585951328277588,-2.762686014175415,-1.2166128158569336,-4.397162437438965,-2.943735361099243,-4.085824489593506,-0.21823996305465698,1
2022-12-08T11_08_45.143Z.wav,0.35552486777305603,0.07854840904474258,1720.3025234115364,2245.6598293379684,3392.0344716494847,0.0645739368556701,-276.69464111328125,115.92330169677734,22.807973861694336,10.246715545654297,-2.686358690261841,-8.331086158752441,-6.619222640991211,-2.399810314178467,-22.217254638671875,-5.897890567779541,-7.110827445983887,-2.088238477706909,0.7476211190223694,-0.9304634928703308,0.44736143946647644,3.243298292160034,-9.738520622253418,-0.4009205400943756,-6.034060955047607,-4.377828598022461,-6.65084171295166,6.156031131744385,-6.999022960662842,3.273829936981201,0.04335816949605942,-0.217309832572937,0.7645098567008972,2.342869758605957,-1.669119119644165,4.6141252517700195,-2.63877272605896,2.0943286418914795,-6.65126895904541,-3.7235803604125977,-2.1792209148406982,-0.41042599081993103,-4.869701385498047,-2.2955706119537354,-4.086038589477539,0.2905329167842865,1
2022-12-08T11_08_50.643Z.wav,0.34180259704589844,0.06491441279649734,1900.7353275952887,2379.6118915410116,3921.2361653645835,0.0740062572337963,-325.4541015625,107.09452819824219,24.13863754272461,9.354866981506348,6.556005477905273,-6.832068920135498,-4.690392017364502,0.3503444790840149,-23.360754013061523,-4.840892314910889,-6.565176486968994,-1.84285306930542,-0.4600007236003876,-5.338483810424805,0.18298083543777466,-2.2303128242492676,-8.122038841247559,-0.11255910992622375,-5.274477005004883,-0.35456904768943787,-2.802415609359741,9.066472053527832,-3.725168466567993,-2.478135108947754,-1.1110121011734009,0.4702424705028534,0.5996348261833191,2.6263809204101562,-0.3650687038898468,4.711545944213867,-1.4749231338500977,1.6826430559158325,-2.4671151638031006,-1.6675219535827637,-1.7838635444641113,-0.007992912083864212,-1.257067084312439,1.82230806350708,-3.4978229999542236,-1.784715175628662,1
2022-12-08T11_08_55.699Z.wav,0.3723751902580261,0.08300106972455978,2047.5974167870054,2454.369943152154,4500.439453125,0.08038194444444445,-286.71795654296875,104.55858612060547,20.642797470092773,9.322317123413086,-1.8624104261398315,-5.485599040985107,-3.911842107772827,-0.14063869416713715,-28.74954605102539,-2.0789706707000732,-8.394596099853516,-1.7473104000091553,-1.9191030263900757,-3.935152769088745,0.9408276081085205,0.4206170439720154,-12.955557823181152,-1.009564995765686,-1.3214781284332275,-3.283426284790039,-4.3670878410339355,6.9175028800964355,-9.045936584472656,1.5958678722381592,-1.5900613069534302,-2.127974033355713,-2.7100305557250977,-0.5306225419044495,-1.0589419603347778,3.6284139156341553,-2.213606357574463,0.43089884519577026,-4.251072883605957,-0.6297528743743896,-0.988889753818512,-0.9317893385887146,-4.291036605834961,-0.9591941833496094,-3.226571559906006,0.8738943338394165,1
2022-12-08T11_09_00.242Z.wav,0.37777480483055115,0.08564624190330505,1615.6443146030526,2149.612157408219,3137.1185302734375,0.05966463955965909,-294.6842346191406,117.08708190917969,19.63927459716797,7.249632358551025,-5.191970348358154,-11.449782371520996,-4.002420425415039,-1.7290565967559814,-25.999713897705078,-7.067061901092529,-11.954273223876953,-4.3128437995910645,0.5237140655517578,0.9752159714698792,2.0571563243865967,-1.5384681224822998,-13.289562225341797,-1.9385008811950684,-4.563943386077881,-2.9402501583099365,-5.611900806427002,4.583038330078125,-6.339260578155518,-0.6398819088935852,-0.804847776889801,-0.33293798565864563,1.783069133758545,3.2233123779296875,-0.26203200221061707,4.462512493133545,-1.3682715892791748,1.2899991273880005,-4.9420247077941895,-2.637054443359375,-2.5676584243774414,-3.542921543121338,-4.5684661865234375,-1.7397717237472534,-4.9440016746521,-1.5448412895202637,1
2022-12-08T11_09_04.795Z.wav,0.40283679962158203,0.0938803181052208,1883.7813096954171,2364.1604918629832,4086.8673706054688,0.076953125,-261.68609619140625,112.61054992675781,15.295819282531738,4.800172328948975,-4.623002529144287,-7.9835662841796875,-1.3831490278244019,2.681964874267578,-22.674163818359375,-4.390451431274414,-8.608339309692383,-3.8951942920684814,-2.0065925121307373,-0.7510083317756653,-3.7702908515930176,-4.047705173492432,-13.479776382446289,-1.4530137777328491,-6.050564765930176,-0.9080363512039185,-4.704743385314941,4.156547546386719,-8.599340438842773,0.6803659200668335,-1.5879547595977783,-1.1384904384613037,-2.6248295307159424,-0.35603150725364685,-3.465895175933838,2.371795177459717,-4.692327976226807,4.398110389709473,-1.4059020280838013,-0.3639393746852875,-1.048519492149353,-2.6628880500793457,-5.077392578125,0.8582825660705566,-4.328041076660156,-1.4698469638824463,1
2022-12-08T11_09_09.269Z.wav,0.3701927363872528,0.08716883510351181,1694.8692540896275,2111.0246455966662,3317.6698983433735,0.0673828125,-311.7088317871094,110.09496307373047,17.442588806152344,5.187042713165283,-3.5078184604644775,-14.310441017150879,-2.2081139087677,2.9164583683013916,-31.400489807128906,-3.5192625522613525,-10.101271629333496,-3.912942886352539,0.19598113000392914,-3.08990216255188,0.8200456500053406,-0.415575236082077,-13.760772705078125,2.8378589153289795,-1.6598310470581055,-3.684343099594116,-2.056602716445923,3.2010409832000732,-5.601307392120361,1.0730081796646118,-0.015614618547260761,-2.8941102027893066,-1.4195934534072876,-0.2366095632314682,1.1394799947738647,3.3130993843078613,-3.8291971683502197,3.638644218444824,0.42218586802482605,-2.782200574874878,0.11437289416790009,-1.8854726552963257,-4.06627082824707,-2.064307451248169,-3.078450918197632,-0.8028169274330139,1
2022-12-08T11_09_13.545Z.wav,0.4130527675151825,0.09560775756835938,1901.1545550032265,2363.568626789284,4136.358321340461,0.07109631990131579,-239.6528778076172,114.72660064697266,11.538365364074707,11.279813766479492,-2.2349557876586914,-7.685713768005371,-5.107742786407471,2.74735951423645,-27.351472854614258,-1.0462427139282227,-10.264305114746094,-4.573789119720459,-1.141687273979187,-1.043373942375183,-3.0089640617370605,-0.14122048020362854,-11.745352745056152,3.9088873863220215,-3.344200611114502,-0.9492570757865906,-4.326613903045654,9.202479362487793,-9.398303031921387,2.2771968841552734,-2.0418574810028076,-0.5230849981307983,-3.3298351764678955,0.5564360022544861,-2.616655111312866,5.772647857666016,-4.428025722503662,3.969406843185425,-4.380222797393799,-2.009232759475708,-1.6872875690460205,-0.03104650415480137,-4.762854099273682,-0.5632119178771973,-5.479539394378662,-1.3194812536239624,1
